Cidades Brasileiras,,,,,,,,
Fonte: https://www.kaggle.com/crisparada/brazilian-cities/downloads/brazilian-cities.zip/6,,,,,,,,
,,,,,,,,
Município,Estado,IBGE_1-4,IDHM,IDHM_Renda,IDHM_Educacao,GDP_CAPITA,COMP_P,Valor Vazio
São João D'Aliança,GO,521,0.685,0.65,0.609,23186.59,3,0
Alto Alegre Do Pindaré,MA,824,0.56,0.465,0.483,5611.29,2,0
São Sepé,RS,796,0.708,0.708,0.576,30301.78,25,0
Alto Paraíso De Goiás,GO,355,0.713,0.723,0.611,21484.13,10,0
Antônio João,MS,404,0.643,0.633,0.526,22889.34,4,0
Santo Expedito,SP,125,0.732,0.664,0.714,10971.88,0,0
Iranduba,AM,2807,0.613,0.607,0.476,13618.27,39,0
São Luís Do Quitunde,AL,1636,0.536,0.55,0.4,12215.12,7,0
Jandaia,GO,201,0.71,0.69,0.625,41228.74,2,0
Anapu,PA,911,0.55,0.563,0.371,11784.93,23,0
Santa Helena,MA,1414,0.57,0.531,0.471,6283.71,26,0
Carmo Do Rio Verde,GO,349,0.713,0.677,0.649,25795.29,3,0
Icó,CE,1870,0.606,0.568,0.536,8004.06,40,0
Sete Barras,SP,443,0.67,0.651,0.562,28053.09,3,0
Mombuca,SP,165,0.72,0.746,0.607,19354.6,5,0
Santana Do Ipanema,AL,1984,0.591,0.579,0.463,10798.17,63,0
Nova Olinda Do Maranhão,MA,900,0.581,0.536,0.484,6260.45,16,0
Nova Olinda Do Norte,AM,1283,0.56,0.541,0.412,5861.52,37,0
Icatu,MA,832,0.546,0.475,0.472,5079.11,45,0
João Pinheiro,MG,2165,0.7,0.683,0.63,27473.67,33,0
Apodi,RN,845,0.639,0.611,0.571,11573.86,29,0
Pocrane,MG,258,0.626,0.614,0.5,9798.85,5,0
Rio Formoso,PE,823,0.613,0.562,0.506,11804.5,23,0
São João Do Carú,MA,562,0.509,0.487,0.397,5779.54,0,0
Florestópolis,PR,559,0.701,0.682,0.625,20375.51,10,0
Embaúba,SP,106,0.73,0.723,0.641,19309.05,0,0
Ourolândia,BA,499,0.56,0.547,0.459,8471.87,20,0
Chapada Do Norte,MG,356,0.598,0.571,0.469,5789.39,8,0
Engenheiro Paulo De Frontin,RJ,376,0.722,0.674,0.694,19198.29,9,0
Tapes,RS,727,0.695,0.699,0.556,19591.84,13,0
Ipubi,PE,1415,0.55,0.541,0.433,8489.51,25,0
Oiapoque,AP,1279,0.66,0.693,0.527,14199,13,0
Mariluz,PR,454,0.639,0.653,0.504,20095.74,9,0
Potiraguá,BA,411,0.625,0.595,0.545,9290.75,1,0
Solonópole,CE,514,0.625,0.565,0.574,9013.78,4,0
Queimadas,PB,1590,0.608,0.578,0.489,9997.76,29,0
Canaã Dos Carajás,PA,1793,0.67,0.67,0.569,67238.81,39,0
Aloândia,GO,85,0.7,0.694,0.585,18672.82,1,0
Inácio Martins,PR,447,0.6,0.623,0.454,13891.23,12,0
Camamu,BA,1286,0.565,0.562,0.452,9267.06,8,0
Ilha Comprida,SP,259,0.725,0.696,0.666,52999.97,8,0
Vigia,PA,2287,0.617,0.594,0.516,7066.07,49,0
Dores Do Indaiá,MG,522,0.72,0.71,0.623,15209.57,14,0
Conquista,MG,293,0.73,0.714,0.618,65375.69,6,0
Francisco Sá,MG,879,0.654,0.605,0.572,14169,22,0
Autazes,AM,1410,0.58,0.539,0.446,7621.23,17,0
Uruará,PA,2112,0.589,0.609,0.42,11347.19,12,0
São Thomé Das Letras,MG,198,0.667,0.64,0.578,13985.07,3,0
Morada Nova,CE,1839,0.61,0.569,0.525,12217.14,57,0
Nazareno,MG,316,0.69,0.662,0.597,28285.75,5,0
Lajedo,PE,1470,0.611,0.599,0.503,10377.95,36,0
São João Do Paraíso,MA,387,0.609,0.554,0.542,13647.29,2,0
Iaçu,BA,1337,0.574,0.588,0.461,7574.04,2,0
Monsenhor Paulo,MG,331,0.721,0.682,0.654,23648.88,6,0
Congonhinhas,PR,255,0.67,0.655,0.562,20007.76,0,0
Jesuítas,PR,332,0.705,0.68,0.615,35794.23,6,0
Doutor Maurício Cardoso,RS,80,0.706,0.707,0.593,36120.83,6,0
Quitandinha,PR,225,0.68,0.648,0.603,16390.6,18,0
Angélica,MS,451,0.7,0.692,0.582,60899.26,4,0
Alto Taquari,MT,502,0.705,0.736,0.571,104237.7,5,0
Três Barras Do Paraná,PR,397,0.68,0.683,0.557,24942.69,4,0
Dom Pedro,MA,1126,0.622,0.582,0.545,9479.79,6,0
Sabinópolis,MG,617,0.638,0.637,0.502,11258.32,11,0
Santo Antônio Do Sudoeste,PR,861,0.67,0.69,0.543,24252.64,20,0
Eusébio,CE,2709,0.701,0.7,0.621,59097.86,57,0
Goianinha,RN,1005,0.638,0.619,0.537,12434.28,7,0
Fortaleza Dos Nogueiras,MA,546,0.616,0.566,0.534,10323.92,1,0
Quatis,RJ,660,0.69,0.676,0.603,18183.44,12,0
Santa Maria Da Serra,SP,297,0.69,0.688,0.571,19060.12,4,0
Roncador,PR,391,0.68,0.665,0.595,33900.68,4,0
Nova Russas,CE,1377,0.614,0.585,0.524,8218.75,7,0
São Gabriel Da Palha,ES,1293,0.71,0.739,0.578,15153.52,35,0
Bom Jardim De Goiás,GO,322,0.67,0.68,0.545,16231.26,3,0
Campos Gerais,MG,981,0.682,0.666,0.58,16703.47,27,0
Avanhandava,SP,583,0.705,0.688,0.623,26101.7,3,0
Bequimão,MA,474,0.601,0.51,0.561,5340.6,12,0
Mara Rosa,GO,479,0.691,0.68,0.579,17278.33,9,0
Itabaianinha,SE,1072,0.556,0.555,0.407,9803.5,46,0
Terra Rica,PR,703,0.71,0.698,0.613,19978.34,8,0
São Raimundo Nonato,PI,1431,0.66,0.631,0.587,11453.54,24,0
Santa Luzia,PB,781,0.682,0.62,0.635,11212.47,9,0
Santa Vitória,MG,717,0.71,0.718,0.576,35370.9,23,0
Doutor Camargo,PR,202,0.746,0.704,0.702,25031.98,3,0
Palmeira Das Missões,RS,1595,0.737,0.722,0.667,38153.39,28,0
Aragarças,GO,963,0.732,0.694,0.68,10897.66,13,0
Valença Do Piauí,PI,904,0.647,0.62,0.566,10051.35,15,0
Cachoeira Dourada,GO,280,0.698,0.703,0.602,114807.73,8,0
Novo Repartimento,PA,2808,0.537,0.557,0.376,11368.05,5,0
Capitão Poço,PA,1442,0.55,0.573,0.385,9088.27,52,0
Acará,PA,1082,0.506,0.517,0.332,14578.7,12,0
Altos,PI,1811,0.614,0.59,0.512,8706.16,11,0
Sabáudia,PR,257,0.74,0.71,0.676,52950.19,7,0
Monção,MA,1085,0.546,0.499,0.464,5789.7,0,0
Formosa Da Serra Negra,MA,402,0.556,0.485,0.459,7003.35,1,0
Cruzeiro Do Sul,PR,174,0.713,0.682,0.641,39061.29,6,0
Carolina,MA,1167,0.634,0.6,0.529,10165.97,30,0
Araguapaz,GO,302,0.674,0.696,0.54,14622.77,2,0
Macau,RN,1063,0.665,0.65,0.572,17222.31,35,0
Canto Do Buriti,PI,613,0.58,0.571,0.462,9760.48,29,0
Conceição,PB,704,0.59,0.577,0.476,8144.83,10,0
São Sebastião Da Amoreira,PR,379,0.715,0.689,0.651,21107.67,12,0
Lago Verde,MA,395,0.557,0.508,0.466,6083.36,22,0
Padre Paraíso,MG,785,0.596,0.556,0.478,7877.63,8,0
Barbosa,SP,309,0.7,0.676,0.599,13925.31,4,0
Águas Vermelhas,MG,617,0.601,0.586,0.458,13619.57,3,0
Vitória Do Mearim,MA,1062,0.596,0.54,0.534,8771.5,10,0
Santo Antônio Dos Lopes,MA,375,0.57,0.547,0.465,89606.91,1,0
Perdizes,MG,619,0.723,0.752,0.571,41854.58,5,0
Delmiro Gouveia,AL,2477,0.612,0.599,0.494,8737.53,18,0
Araguatins,TO,1582,0.631,0.604,0.525,10837.63,7,0
São Paulo Do Potengi,RN,705,0.622,0.584,0.555,8465.97,16,0
Iaciara,GO,766,0.644,0.615,0.527,10710.49,16,0
São Paulo De Olivença,AM,1559,0.521,0.471,0.386,5500.85,1,0
Matupá,MT,477,0.716,0.706,0.631,39015.2,14,0
Caibi,SC,168,0.728,0.737,0.631,29679.96,3,0
Abaré,BA,733,0.575,0.533,0.46,6256.8,0,0
Nova União,MG,173,0.662,0.624,0.568,11709.32,4,0
Tijucas Do Sul,PR,143,0.636,0.679,0.479,21838.91,2,0
Caetés,PE,458,0.522,0.497,0.392,8644.62,2,0
Jaguaribe,CE,1360,0.621,0.58,0.543,13091.49,22,0
Sud Mennucci,SP,311,0.747,0.743,0.694,37772.91,5,0
Jaguarão,RS,1199,0.71,0.698,0.608,22271.08,24,0
Peçanha,MG,544,0.627,0.63,0.497,10890.86,5,0
Maiquinique,BA,464,0.58,0.586,0.472,9173.22,2,0
Licínio De Almeida,BA,405,0.621,0.582,0.531,7792.86,10,0
Trindade,PE,1587,0.595,0.602,0.455,9760.11,5,0
Salto Do Lontra,PR,406,0.718,0.707,0.625,23322.99,22,0
Ouvidor,GO,267,0.747,0.721,0.697,95794.89,1,0
Araçariguama,SP,808,0.7,0.717,0.597,103080.36,22,0
Canguaretama,RN,1503,0.579,0.557,0.486,12107.01,30,0
Cantanhede,MA,1010,0.565,0.497,0.468,5636.11,2,0
Sertaneja,PR,224,0.725,0.724,0.651,46202.41,11,0
Restinga,SP,324,0.705,0.664,0.639,24005.35,2,0
Oliveira Dos Brejinhos,BA,368,0.55,0.533,0.427,6995.88,14,0
Carmópolis De Minas,MG,572,0.7,0.694,0.582,20239.78,17,0
Paraibano,MA,1091,0.58,0.572,0.473,6441.33,2,0
Nova Esperança Do Piriá,PA,774,0.502,0.482,0.346,8741.38,0,0
Paraipaba,CE,824,0.634,0.574,0.602,12745.27,6,0
Nova Olímpia,PR,218,0.71,0.699,0.631,12963.73,4,0
Divino,MG,612,0.605,0.639,0.421,11821.81,10,0
Ibirarema,SP,313,0.708,0.692,0.628,47003.22,3,0
Palmópolis,MG,236,0.565,0.559,0.437,7521,4,0
Fortuna,MA,713,0.58,0.558,0.494,6384.25,5,0
Pilão Arcado,BA,836,0.506,0.514,0.343,5850.33,6,0
Monte Alegre De Minas,MG,648,0.674,0.699,0.516,27464.22,21,0
Dom Cavati,MG,219,0.688,0.66,0.63,9990.2,2,0
Delfim Moreira,MG,131,0.669,0.649,0.552,10774.38,4,0
Sítio Novo,MA,365,0.564,0.509,0.456,7622,19,0
São José Do Belmonte,PE,1077,0.61,0.569,0.52,7299.38,33,0
Rebouças,PR,454,0.672,0.647,0.576,21768.39,2,0
São Lourenço Da Serra,SP,265,0.728,0.704,0.666,12812.82,9,0
Rio Dos Cedros,SC,239,0.73,0.739,0.634,24500.23,6,0
Vitorino Freire,MA,1147,0.57,0.563,0.477,6932.37,3,0
Adrianópolis,PR,124,0.667,0.644,0.563,37991.47,2,0
Barreirinhas,MA,1949,0.57,0.515,0.479,7284.41,8,0
Nossa Senhora Da Glória,SE,1420,0.59,0.591,0.456,14297.99,16,0
Nova Resende,MG,518,0.67,0.687,0.525,16813.68,14,0
Campo Florido,MG,285,0.706,0.735,0.558,51606.78,2,0
Botelhos,MG,547,0.7,0.702,0.568,15712.78,15,0
Mata Verde,MG,361,0.581,0.581,0.45,6891.25,1,0
Mairi,BA,626,0.57,0.575,0.438,6535.44,9,0
Natércia,MG,92,0.693,0.677,0.612,17128.79,1,0
Beberibe,CE,1057,0.638,0.585,0.571,12047.14,7,0
Presidente Tancredo Neves,BA,688,0.56,0.566,0.424,7959.67,5,0
Uauá,BA,680,0.605,0.554,0.535,7431.82,22,0
Santa Juliana,MG,569,0.706,0.726,0.558,48847.6,6,0
Macaúbas,BA,862,0.609,0.557,0.513,6366.29,58,0
Altair,SP,189,0.687,0.698,0.581,48984.4,3,0
Dário Meira,BA,341,0.54,0.522,0.392,7757.99,6,0
Santaluz,BA,1392,0.598,0.559,0.5,8675.16,43,0
Cidade Gaúcha,PR,543,0.718,0.712,0.645,26673.21,10,0
Montes Claros De Goiás,GO,230,0.71,0.704,0.622,34807.44,3,0
Ponto Novo,BA,507,0.58,0.539,0.475,7000.47,2,0
Buritirama,BA,531,0.565,0.504,0.471,5428.47,1,0
Vazante,MG,813,0.742,0.707,0.666,27494.32,26,0
Cachoeirinha,PE,908,0.579,0.587,0.439,8560.39,7,0
Ribeirão Vermelho,MG,159,0.737,0.699,0.675,24768.93,2,0
Paripiranga,BA,526,0.58,0.567,0.472,9461.18,8,0
Borá,SP,30,0.746,0.712,0.675,100029.91,3,0
São João Do Piauí,PI,901,0.645,0.615,0.567,9678.04,7,0
Maracás,BA,1069,0.607,0.577,0.519,13216.09,35,0
Tapauá,AM,922,0.502,0.512,0.355,12019.31,0,0
Presidente Olegário,MG,652,0.701,0.679,0.611,23619.61,22,0
Machadinho D'Oeste,RO,1172,0.596,0.629,0.446,13523.83,20,0
Pratânia,SP,193,0.701,0.681,0.633,19929.08,1,0
Borba,AM,1284,0.56,0.532,0.425,6655.2,8,0
Queimadas,BA,813,0.59,0.55,0.493,7842.17,3,0
Urucará,AM,873,0.62,0.551,0.575,17378.65,7,0
Novo Airão,AM,918,0.57,0.551,0.434,6650.15,4,0
São Benedito Do Rio Preto,MA,985,0.541,0.468,0.452,5684.05,0,0
Canindé De São Francisco,SE,1110,0.57,0.566,0.435,44297.9,31,0
Barcelos,AM,881,0.5,0.545,0.315,5697.67,2,0
Santana Do Paraíso,MG,1619,0.685,0.663,0.552,15602.87,18,0
Piripiri,PI,2532,0.635,0.621,0.533,10246.67,70,0
Canutama,AM,586,0.53,0.522,0.379,6351.22,2,0
Jutaí,AM,1249,0.516,0.528,0.34,12223.5,0,0
Ipixuna Do Pará,PA,1194,0.489,0.508,0.304,7922.43,4,0
Breves,PA,3988,0.503,0.524,0.312,6921.05,36,0
Pentecoste,CE,1333,0.629,0.562,0.604,9940.75,42,0
Enéas Marques,PR,92,0.752,0.767,0.664,35376.39,6,0
Paranacity,PR,523,0.72,0.689,0.638,27491.68,8,0
Ribeirão Claro,PR,317,0.716,0.704,0.627,43752.23,14,0
Grão Mogol,MG,314,0.604,0.579,0.482,17523.26,3,0
Itaguajé,PR,199,0.71,0.672,0.664,20066.03,4,0
Florínea,SP,117,0.713,0.678,0.652,43838.84,2,0
Pinhalzinho,SC,606,0.78,0.758,0.716,49338.21,27,0
Bonito,BA,398,0.561,0.552,0.467,9282.54,0,0
Alcântara,MA,443,0.573,0.525,0.475,5422.74,3,0
São José Da Tapera,AL,952,0.527,0.508,0.409,6988.02,34,0
Redenção,CE,839,0.626,0.567,0.577,8891.27,4,0
São Bernardo,MA,961,0.57,0.514,0.479,9426.72,2,0
Antonina,PR,883,0.687,0.686,0.564,27049.43,7,0
Itapoá,SC,663,0.76,0.739,0.682,32918.05,8,0
Mendes Pimentel,MG,178,0.626,0.617,0.518,8720.86,2,0
Cupira,PE,1239,0.59,0.601,0.453,9507.57,31,0
Cezarina,GO,340,0.711,0.684,0.652,32385.23,6,0
Nova Crixás,GO,429,0.643,0.674,0.485,29242.11,9,0
Varre-Sai,RJ,395,0.659,0.636,0.555,14922.88,4,0
Areal,RJ,512,0.684,0.686,0.566,26229.6,16,0
Carmo Da Mata,MG,374,0.69,0.68,0.572,14208.32,11,0
Salto Do Itararé,PR,175,0.7,0.661,0.631,18031.81,5,0
Lapão,BA,719,0.596,0.55,0.51,6889.61,27,0
Campestre Do Maranhão,MA,823,0.652,0.611,0.586,10521.12,0,0
Caraúbas,RN,795,0.638,0.594,0.556,11839.51,8,0
Araquari,SC,1154,0.703,0.696,0.602,94595.1,32,0
Curuçá,PA,882,0.58,0.542,0.48,6927.55,2,0
Rio Preto Da Eva,AM,1172,0.611,0.59,0.493,14234.32,2,0
Antônio Dias,MG,277,0.645,0.624,0.507,14981.84,5,0
Catende,PE,1916,0.609,0.578,0.515,6345.61,6,0
Toritama,PE,2476,0.618,0.655,0.452,13442,29,0
Limeira Do Oeste,MG,254,0.71,0.693,0.62,42132.62,2,0
Alagoa Grande,PB,1027,0.58,0.576,0.43,8378.43,22,0
São José De Mipibu,RN,1219,0.611,0.599,0.508,15308.09,6,0
Espírito Santo Do Turvo,SP,247,0.696,0.675,0.609,15358.13,4,0
Mathias Lobato,MG,210,0.612,0.596,0.483,9576.73,1,0
Aurilândia,GO,93,0.7,0.661,0.62,16113.79,0,0
Pouso Redondo,SC,554,0.72,0.728,0.598,29398.98,17,0
Caridade,CE,748,0.59,0.528,0.505,5264.33,3,0
Cabeceiras,GO,372,0.67,0.637,0.571,34393.25,3,0
Pombal,PB,1456,0.634,0.629,0.515,11217.86,36,0
Campos Sales,CE,1281,0.63,0.584,0.556,7424.99,22,0
Duque Bacelar,MA,472,0.53,0.485,0.451,5776.25,0,0
Tutóia,MA,1704,0.561,0.543,0.451,6766.18,4,0
Alto Santo,CE,452,0.601,0.563,0.499,7889.81,2,0
Trairi,CE,1282,0.606,0.522,0.577,11755.46,56,0
Campos Verdes,GO,231,0.654,0.608,0.577,11984.88,0,0
Barreirinha,AM,1251,0.574,0.469,0.522,7059.8,34,0
Inhambupe,BA,1031,0.565,0.556,0.429,10848.54,5,0
Santana Do Cariri,CE,669,0.612,0.527,0.557,6116.46,19,0
Paracuru,CE,1008,0.637,0.597,0.581,12320.61,8,0
Conselheiro Pena,MG,979,0.662,0.646,0.537,11562.24,23,0
Pratápolis,MG,335,0.73,0.703,0.639,16754.93,3,0
Novo Aripuanã,AM,1166,0.55,0.532,0.421,6757.82,5,0
Santa Maria Do Suaçuí,MG,631,0.64,0.629,0.511,8433.84,15,0
Itaueira,PI,376,0.583,0.594,0.46,8818.72,2,0
Moju,PA,2231,0.547,0.578,0.375,11041.92,49,0
Alvorada Do Sul,PR,318,0.708,0.695,0.617,21927.92,5,0
Nhamundá,AM,534,0.586,0.513,0.503,6462.02,0,0
Craíbas,AL,514,0.525,0.517,0.408,6450.88,4,0
Palma,MG,228,0.703,0.663,0.623,9384.45,8,0
Mari,PB,1072,0.55,0.553,0.429,8894.22,21,0
Tumiritinga,MG,267,0.626,0.615,0.482,7542.04,3,0
Ituberá,BA,1336,0.606,0.601,0.482,11115.84,55,0
Imbaú,PR,496,0.622,0.636,0.481,16241,4,0
Elesbão Veloso,PI,586,0.58,0.573,0.45,8120.47,4,0
São José Do Goiabal,MG,177,0.67,0.657,0.553,9207.67,2,0
Aruanã,GO,349,0.675,0.708,0.526,18184.9,5,0
Ulianópolis,PA,2504,0.604,0.682,0.425,23408.58,1,0
João Dourado,BA,1055,0.593,0.573,0.513,8508.55,1,0
Laranjal,MG,193,0.71,0.694,0.613,10517.16,1,0
Salinópolis,PA,2489,0.647,0.628,0.541,10514.59,24,0
São Gabriel,BA,713,0.59,0.55,0.537,5582.87,29,0
Bonito,PE,1668,0.561,0.559,0.42,9565.07,11,0
Parnarama,MA,1107,0.542,0.504,0.416,5543.79,5,0
Envira,AM,1052,0.509,0.521,0.349,7448.88,3,0
Tapira,PR,184,0.7,0.689,0.619,20776.01,4,0
Cândido De Abreu,PR,298,0.629,0.643,0.494,18562.74,16,0
Esperantina,PI,1366,0.605,0.579,0.497,8328.67,60,0
Naque,MG,380,0.675,0.632,0.592,9844.04,2,0
Chuí,RS,353,0.706,0.676,0.658,29788.92,3,0
Nova Fátima,PR,373,0.688,0.681,0.584,24857.57,5,0
Nova Fátima,PR,373,0.688,0.681,0.584,24857.57,5,0
Palmital,PR,470,0.639,0.647,0.511,17060.28,22,0
Ipu,CE,1486,0.618,0.583,0.532,8052.99,42,0
Anagé,BA,319,0.54,0.549,0.371,8089.98,8,0
São Jorge Do Patrocínio,PR,183,0.68,0.702,0.543,18344.53,4,0
Tanhaçu,BA,490,0.58,0.565,0.44,9749.64,10,0
Cocos,BA,594,0.596,0.558,0.471,11281.1,2,0
São Jerônimo Da Serra,PR,327,0.637,0.626,0.503,17682.38,21,0
Riacho De Santana,BA,813,0.615,0.572,0.532,6675.43,24,0
Macaíba,RN,3020,0.64,0.613,0.545,16898.44,39,0
Granja,CE,1795,0.56,0.495,0.453,6919.34,3,0
São Francisco De Goiás,GO,262,0.65,0.658,0.509,14625.31,3,0
São Joaquim De Bicas,MG,1395,0.662,0.664,0.518,19149.88,15,0
Formoso,GO,146,0.715,0.686,0.639,12971.17,4,0
Porto Amazonas,PR,218,0.7,0.708,0.595,21135.56,3,0
Itiúba,BA,609,0.544,0.521,0.398,7498.26,46,0
Muaná,PA,1150,0.547,0.54,0.391,6100.47,0,0
Turvolândia,MG,122,0.696,0.707,0.576,19518.34,2,0
Joaíma,MG,627,0.59,0.572,0.448,8000.9,6,0
São Sebastião Do Maranhão,MG,197,0.581,0.564,0.427,6587.8,6,0
Taguatinga,TO,726,0.634,0.628,0.497,13380.3,4,0
Montividiu,GO,504,0.733,0.738,0.644,59010.83,10,0
Cujubim,RO,937,0.612,0.663,0.439,14517.11,5,0
Maria Da Fé,MG,465,0.7,0.646,0.637,10449.82,15,0
Alto Jequitibá,MG,198,0.66,0.66,0.554,12189.26,12,0
Campos Altos,MG,758,0.7,0.69,0.582,22786.15,6,0
Hidrolândia,CE,672,0.597,0.549,0.499,6756.65,2,0
Guadalupe,PI,650,0.65,0.639,0.542,41553.97,4,0
São Ludgero,SC,494,0.755,0.756,0.683,46373.72,6,0
Machacalis,MG,349,0.64,0.607,0.552,10143.6,6,0
Mirabela,MG,585,0.665,0.596,0.622,8266.86,10,0
Itaipé,MG,336,0.552,0.57,0.388,6904.47,6,0
Apicum-Açu,MA,675,0.568,0.529,0.483,5708.63,17,0
Planaltina Do Paraná,PR,138,0.705,0.682,0.646,22724.66,4,0
Júlio De Castilhos,RS,879,0.716,0.733,0.602,53494.43,28,0
Baraúna,RN,1170,0.574,0.562,0.446,18282.49,6,0
Silveiras,SP,163,0.68,0.657,0.584,10192,1,0
Tibagi,PR,805,0.664,0.678,0.519,43400.72,13,0
Moema,MG,323,0.721,0.703,0.629,13075.36,6,0
Oeiras,PI,1393,0.634,0.619,0.547,10380.69,23,0
Iraquara,BA,446,0.599,0.548,0.523,13100.34,23,0
Firminópolis,GO,373,0.732,0.681,0.688,12227.44,7,0
Cocalzinho De Goiás,GO,374,0.657,0.648,0.531,14789.79,12,0
Girau Do Ponciano,AL,801,0.536,0.498,0.405,7046.49,66,0
Formosa Do Oeste,PR,186,0.723,0.692,0.652,38335.13,1,0
Itanhém,BA,759,0.637,0.624,0.525,10668.11,3,0
Matinha,MA,730,0.619,0.579,0.56,6071.98,1,0
Itaju Do Colônia,BA,427,0.59,0.57,0.502,8971.84,0,0
Itaiópolis,SC,673,0.708,0.7,0.606,31930.85,29,0
Senador Alexandre Costa,MA,525,0.54,0.52,0.435,5695.12,0,0
Planalto,PR,294,0.706,0.704,0.636,21421.76,18,0
Sete Quedas,MS,566,0.614,0.66,0.45,19635.58,9,0
Mossâmedes,GO,141,0.706,0.696,0.623,16565.28,8,0
São Carlos Do Ivaí,PR,315,0.682,0.703,0.547,39246.01,6,0
Parelhas,RN,1057,0.68,0.625,0.617,13709.32,17,0
Quinta Do Sol,PR,192,0.715,0.689,0.631,34073.49,4,0
Tobias Barreto,SE,2007,0.557,0.609,0.404,9688.16,28,0
Nazaré Da Mata,PE,1543,0.662,0.608,0.604,14297.44,14,0
Tabira,PE,1250,0.605,0.57,0.504,8049.85,4,0
Taquaraçu De Minas,MG,96,0.65,0.643,0.525,11885.31,2,0
Urandi,BA,352,0.598,0.595,0.469,9412.25,18,0
Santa Bárbara De Goiás,GO,309,0.706,0.667,0.635,14794.64,4,0
Ubaporanga,MG,360,0.614,0.604,0.475,9061.72,5,0
Santa Brígida,BA,414,0.546,0.533,0.431,6467.97,19,0
Pauini,AM,971,0.496,0.531,0.317,7226.48,4,0
Prainha,PA,711,0.523,0.512,0.359,9606.44,5,0
Piratininga,SP,405,0.779,0.762,0.723,14610.61,14,0
Pinhalão,PR,191,0.7,0.679,0.601,24623.87,1,0
Cachoeira Da Prata,MG,151,0.741,0.689,0.707,10071.43,2,0
Lagoa Grande,PE,786,0.597,0.581,0.52,11034.92,10,0
Cruzeiro Da Fortaleza,MG,186,0.696,0.72,0.562,21781.21,7,0
Cachoeira De Pajeú,MG,255,0.578,0.563,0.444,9321.52,3,0
Tomazina,PR,207,0.7,0.661,0.622,19995.67,10,0
Brasília De Minas,MG,1240,0.66,0.612,0.568,9295.38,33,0
São João Da Ponte,MG,498,0.569,0.559,0.419,7421.55,15,0
Entre Folhas,MG,197,0.634,0.617,0.521,9269.78,0,0
Itabaiana,PB,1074,0.613,0.592,0.536,10548.82,11,0
Paranaiguara,GO,417,0.711,0.702,0.613,18278.93,5,0
Nova Timboteua,PA,406,0.609,0.564,0.507,7839.04,0,0
Baixo Guandu,ES,1169,0.7,0.67,0.637,20780.92,16,0
Pedro Alexandre,BA,222,0.513,0.489,0.354,5856.58,1,0
Boa Vista Da Aparecida,PR,280,0.67,0.668,0.563,16871.1,4,0
Maragogi,AL,1372,0.574,0.556,0.443,15157.55,8,0
Pedro Ii,PI,1397,0.57,0.566,0.428,7289.03,10,0
Santa Margarida,MG,479,0.61,0.635,0.455,16310.11,16,0
Joviânia,GO,361,0.706,0.714,0.595,28443.11,6,0
Portel,PA,2531,0.483,0.513,0.286,11716.45,125,0
Tocantinópolis,TO,1263,0.68,0.634,0.623,11712.68,7,0
Caatiba,BA,347,0.561,0.579,0.406,6598.79,2,0
Atalaia,AL,1869,0.561,0.545,0.431,14098.23,4,0
Dom Basílio,BA,135,0.591,0.547,0.482,9833.88,0,0
Bela Vista De Minas,MG,559,0.674,0.644,0.597,14826.73,6,0
Angical,BA,383,0.625,0.564,0.556,9772.37,1,0
Corumbá De Goiás,GO,380,0.68,0.665,0.571,12933.88,5,0
Amontada,CE,1172,0.606,0.503,0.582,9917.57,9,0
Santa Carmem,MT,229,0.715,0.703,0.628,78374.26,0,0
Fênix,PR,168,0.716,0.669,0.665,28270.34,3,0
Anastácio,MS,1241,0.66,0.663,0.557,16593.34,8,0
Monte Negro,RO,552,0.607,0.645,0.454,15120.74,7,0
Viçosa,AL,1245,0.586,0.554,0.478,9930.24,9,0
Carmo Do Cajuru,MG,963,0.71,0.695,0.605,17486.73,11,0
Orizona,GO,368,0.715,0.722,0.612,30023.74,13,0
Baturité,CE,1356,0.619,0.574,0.548,8541.11,15,0
Iuiu,BA,352,0.591,0.553,0.504,7983.28,2,0
Princesa Isabel,PB,1003,0.606,0.6,0.514,9028,10,0
Itacaré,BA,1113,0.583,0.594,0.413,9397.23,21,0
Biritiba Mirim,SP,1139,0.71,0.71,0.64,23459.93,11,0
São Desidério,BA,611,0.579,0.584,0.449,44548.73,35,0
Porto Calvo,AL,1458,0.586,0.558,0.498,11362.15,19,0
Comendador Levy Gasparian,RJ,423,0.685,0.676,0.605,42356.06,9,0
Rio Acima,MG,422,0.67,0.689,0.508,13571.47,21,0
Porto Murtinho,MS,745,0.67,0.677,0.526,18668.92,1,0
São José Do Jacuri,MG,117,0.57,0.582,0.417,9511.69,6,0
Augusto Corrêa,PA,1675,0.52,0.48,0.38,6993.3,0,0
Itapejara D'Oeste,PR,310,0.731,0.713,0.661,41342.93,4,0
Simão Dias,SE,1233,0.604,0.579,0.492,11848.25,7,0
Soure,PA,1602,0.615,0.583,0.525,7329.77,15,0
Divisópolis,MG,383,0.609,0.577,0.489,6293.2,0,0
Coração De Jesus,MG,895,0.642,0.575,0.57,7776.17,26,0
Nova Mamoré,RO,1095,0.59,0.619,0.424,14846.72,8,0
São João Do Manteninha,MG,142,0.64,0.623,0.522,11095.53,4,0
Itaperuçu,PR,1348,0.637,0.654,0.507,16676.75,10,0
Aurora Do Pará,PA,695,0.519,0.504,0.358,9945.13,0,0
Nova Alvorada Do Sul,MS,954,0.69,0.746,0.554,70601.27,14,0
